season,round,driver,driver_points,driver_wins,driver_standings_pos
2020,9,max_verstappen,110.0,1,3
2020,9,lando_norris,65.0,0,4
2020,9,alexander_albon,63.0,0,5
2020,9,lance_stroll,57.0,0,6
2020,9,daniel_ricciardo,53.0,0,7
2020,9,charles_leclerc,49.0,0,8
2020,9,sergio_perez,44.0,0,9
2020,9,pierre_gasly,43.0,1,10
2020,9,carlos_sainz,41.0,0,11
2020,9,esteban_ocon,30.0,0,12
2020,9,sebastian_vettel,17.0,0,13
2020,9,daniil_kvyat,10.0,0,14
2020,9,nico_hulkenberg,6.0,0,15
2020,9,kimi_raikkonen,2.0,0,16
2020,9,antonio_giovinazzi,2.0,0,17
2020,9,kevin_magnussen,1.0,0,18
2020,9,nicholas_latifi,0.0,0,19
2020,9,george_russell,0.0,0,20
2020,9,romain_grosjean,0.0,0,21
2020,10,lewis_hamilton,205.0,6,1
2020,10,valtteri_bottas,161.0,2,2
2020,10,max_verstappen,128.0,1,3
2020,10,lando_norris,65.0,0,4
2020,10,alexander_albon,64.0,0,5
2020,10,daniel_ricciardo,63.0,0,6
2020,10,charles_leclerc,57.0,0,7
2020,10,lance_stroll,57.0,0,8
2020,10,sergio_perez,56.0,0,9
2020,10,pierre_gasly,45.0,1,10
2020,10,carlos_sainz,41.0,0,11
2020,10,esteban_ocon,36.0,0,12
2020,10,sebastian_vettel,17.0,0,13
2020,10,daniil_kvyat,14.0,0,14
2020,10,nico_hulkenberg,6.0,0,15
2020,10,kimi_raikkonen,2.0,0,16
2020,10,antonio_giovinazzi,2.0,0,17
2020,10,kevin_magnussen,1.0,0,18
2020,10,nicholas_latifi,0.0,0,19
2020,10,george_russell,0.0,0,20
2020,10,romain_grosjean,0.0,0,21
2020,11,lewis_hamilton,230.0,7,1
2020,11,valtteri_bottas,161.0,2,2
2020,11,max_verstappen,147.0,1,3
2020,11,daniel_ricciardo,78.0,0,4
2020,11,sergio_perez,68.0,0,5
2020,11,lando_norris,65.0,0,6
2020,11,alexander_albon,64.0,0,7
2020,11,charles_leclerc,63.0,0,8
2020,11,lance_stroll,57.0,0,9
2020,11,pierre_gasly,53.0,1,10
2020,11,carlos_sainz,51.0,0,11
2020,11,esteban_ocon,36.0,0,12
2020,11,sebastian_vettel,17.0,0,13
2020,11,daniil_kvyat,14.0,0,14
2020,11,nico_hulkenberg,10.0,0,15
2020,11,antonio_giovinazzi,3.0,0,16
2020,11,kimi_raikkonen,2.0,0,17
2020,11,romain_grosjean,2.0,0,18
2020,11,kevin_magnussen,1.0,0,19
2020,11,nicholas_latifi,0.0,0,20
2020,11,george_russell,0.0,0,21
2020,12,lewis_hamilton,256.0,8,1
2020,12,valtteri_bottas,179.0,2,2
2020,12,max_verstappen,162.0,1,3
2020,12,daniel_ricciardo,80.0,0,4
2020,12,charles_leclerc,75.0,0,5
2020,12,sergio_perez,74.0,0,6
2020,12,lando_norris,65.0,0,7
2020,12,alexander_albon,64.0,0,8
2020,12,pierre_gasly,63.0,1,9
2020,12,carlos_sainz,59.0,0,10
2020,12,lance_stroll,57.0,0,11
2020,12,esteban_ocon,40.0,0,12
2020,12,sebastian_vettel,18.0,0,13
2020,12,daniil_kvyat,14.0,0,14
2020,12,nico_hulkenberg,10.0,0,15
2020,12,antonio_giovinazzi,3.0,0,16
2020,12,kimi_raikkonen,2.0,0,17
2020,12,romain_grosjean,2.0,0,18
2020,12,kevin_magnussen,1.0,0,19
2020,12,nicholas_latifi,0.0,0,20
2020,12,george_russell,0.0,0,21
2020,13,lewis_hamilton,282.0,9,1
2020,13,valtteri_bottas,197.0,2,2
2020,13,max_verstappen,162.0,1,3
2020,13,daniel_ricciardo,95.0,0,4
2020,13,charles_leclerc,85.0,0,5
2020,13,sergio_perez,82.0,0,6
2020,13,lando_norris,69.0,0,7
2020,13,carlos_sainz,65.0,0,8
2020,13,alexander_albon,64.0,0,9
2020,13,pierre_gasly,63.0,1,10
2020,13,lance_stroll,57.0,0,11
2020,13,esteban_ocon,40.0,0,12
2020,13,daniil_kvyat,26.0,0,13
2020,13,sebastian_vettel,18.0,0,14
2020,13,nico_hulkenberg,10.0,0,15
2020,13,kimi_raikkonen,4.0,0,16
2020,13,antonio_giovinazzi,4.0,0,17
2020,13,romain_grosjean,2.0,0,18
2020,13,kevin_magnussen,1.0,0,19
2020,13,nicholas_latifi,0.0,0,20
2020,13,george_russell,0.0,0,21
2020,14,lewis_hamilton,307.0,10,1
2020,14,valtteri_bottas,197.0,2,2
2020,14,max_verstappen,170.0,1,3
2020,14,sergio_perez,100.0,0,4
2020,14,charles_leclerc,97.0,0,5
2020,14,daniel_ricciardo,96.0,0,6
2020,14,carlos_sainz,75.0,0,7
2020,14,lando_norris,74.0,0,8
2020,14,alexander_albon,70.0,0,9
2020,14,pierre_gasly,63.0,1,10
2020,14,lance_stroll,59.0,0,11
2020,14,esteban_ocon,40.0,0,12
2020,14,sebastian_vettel,33.0,0,13
2020,14,daniil_kvyat,26.0,0,14
2020,14,nico_hulkenberg,10.0,0,15
2020,14,kimi_raikkonen,4.0,0,16
2020,14,antonio_giovinazzi,4.0,0,17
2020,14,romain_grosjean,2.0,0,18
2020,14,kevin_magnussen,1.0,0,19
2020,14,nicholas_latifi,0.0,0,20
2020,14,george_russell,0.0,0,21
2020,15,lewis_hamilton,332.0,11,1
2020,15,valtteri_bottas,201.0,2,2
2020,15,max_verstappen,189.0,1,3
2020,15,daniel_ricciardo,102.0,0,4
2020,15,sergio_perez,100.0,0,5
2020,15,charles_leclerc,98.0,0,6
2020,15,lando_norris,86.0,0,7
2020,15,carlos_sainz,85.0,0,8
2020,15,alexander_albon,85.0,0,9
2020,15,pierre_gasly,71.0,1,10
2020,15,lance_stroll,59.0,0,11
2020,15,esteban_ocon,42.0,0,12
2020,15,sebastian_vettel,33.0,0,13
2020,15,daniil_kvyat,26.0,0,14
2020,15,nico_hulkenberg,10.0,0,15
2020,15,kimi_raikkonen,4.0,0,16
2020,15,antonio_giovinazzi,4.0,0,17
2020,15,romain_grosjean,2.0,0,18
2020,15,kevin_magnussen,1.0,0,19
2020,15,nicholas_latifi,0.0,0,20
2020,15,george_russell,0.0,0,21
2020,16,lewis_hamilton,332.0,11,1
2020,16,valtteri_bottas,205.0,2,2
2020,16,max_verstappen,189.0,1,3
2020,16,sergio_perez,125.0,1,4
2020,16,daniel_ricciardo,112.0,0,5
2020,16,charles_leclerc,98.0,0,6
2020,16,carlos_sainz,97.0,0,7
2020,16,alexander_albon,93.0,0,8
2020,16,lando_norris,87.0,0,9
2020,16,lance_stroll,74.0,0,10
2020,16,pierre_gasly,71.0,1,11
2020,16,esteban_ocon,60.0,0,12
2020,16,sebastian_vettel,33.0,0,13
2020,16,daniil_kvyat,32.0,0,14
2020,16,nico_hulkenberg,10.0,0,15
2020,16,kimi_raikkonen,4.0,0,16
2020,16,antonio_giovinazzi,4.0,0,17
2020,16,george_russell,3.0,0,18
2020,16,romain_grosjean,2.0,0,19
2020,16,kevin_magnussen,1.0,0,20
2020,16,nicholas_latifi,0.0,0,21
2020,16,jack_aitken,0.0,0,22
2020,16,pietro_fittipaldi,0.0,0,23
2020,17,lewis_hamilton,347.0,11,1
2020,17,valtteri_bottas,223.0,2,2
2020,17,max_verstappen,214.0,2,3
2020,17,sergio_perez,125.0,1,4
2020,17,daniel_ricciardo,119.0,0,5
2020,17,carlos_sainz,105.0,0,6
2020,17,alexander_albon,105.0,0,7
2020,17,charles_leclerc,98.0,0,8
2020,17,lando_norris,97.0,0,9
2020,17,pierre_gasly,75.0,1,10
2020,17,lance_stroll,75.0,0,11
2020,17,esteban_ocon,62.0,0,12
2020,17,sebastian_vettel,33.0,0,13
2020,17,daniil_kvyat,32.0,0,14
2020,17,nico_hulkenberg,10.0,0,15
2020,17,kimi_raikkonen,4.0,0,16
2020,17,antonio_giovinazzi,4.0,0,17
2020,17,george_russell,3.0,0,18
2020,17,romain_grosjean,2.0,0,19
2020,17,kevin_magnussen,1.0,0,20
2020,17,nicholas_latifi,0.0,0,21
2020,17,jack_aitken,0.0,0,22
2020,17,pietro_fittipaldi,0.0,0,23
2021,1,lewis_hamilton,25.0,1,1
2021,1,max_verstappen,18.0,0,2
2021,1,valtteri_bottas,16.0,0,3
2021,1,lando_norris,12.0,0,4
2021,1,sergio_perez,10.0,0,5
2021,1,charles_leclerc,8.0,0,6
2021,1,daniel_ricciardo,6.0,0,7
2021,1,carlos_sainz,4.0,0,8
2021,1,yuki_tsunoda,2.0,0,9
2021,1,lance_stroll,1.0,0,10
2021,1,kimi_raikkonen,0.0,0,11
2021,1,antonio_giovinazzi,0.0,0,12
2021,1,esteban_ocon,0.0,0,13
2021,1,george_russell,0.0,0,14
2021,1,sebastian_vettel,0.0,0,15
2021,1,mick_schumacher,0.0,0,16
2021,1,pierre_gasly,0.0,0,17
2021,1,nicholas_latifi,0.0,0,18
2021,1,fernando_alonso,0.0,0,19
2021,1,nikita_mazepin,0.0,0,20
2021,2,lewis_hamilton,44.0,1,1
2021,2,max_verstappen,43.0,1,2
2021,2,lando_norris,27.0,0,3
2021,2,charles_leclerc,20.0,0,4
2021,2,valtteri_bottas,16.0,0,5
2021,2,carlos_sainz,14.0,0,6
2021,2,daniel_ricciardo,14.0,0,7
2021,2,sergio_perez,10.0,0,8
2021,2,pierre_gasly,6.0,0,9
2021,2,lance_stroll,5.0,0,10
2021,2,yuki_tsunoda,2.0,0,11
2021,2,esteban_ocon,2.0,0,12
2021,2,fernando_alonso,1.0,0,13
2021,2,kimi_raikkonen,0.0,0,14
2021,2,antonio_giovinazzi,0.0,0,15
2021,2,george_russell,0.0,0,16
2021,2,sebastian_vettel,0.0,0,17
2021,2,mick_schumacher,0.0,0,18
2021,2,nikita_mazepin,0.0,0,19
2021,2,nicholas_latifi,0.0,0,20
2021,3,lewis_hamilton,69.0,2,1
2021,3,max_verstappen,61.0,1,2
2021,3,lando_norris,37.0,0,3
2021,3,valtteri_bottas,32.0,0,4
2021,3,charles_leclerc,28.0,0,5
2021,3,sergio_perez,22.0,0,6
2021,3,daniel_ricciardo,16.0,0,7
2021,3,carlos_sainz,14.0,0,8
2021,3,esteban_ocon,8.0,0,9
2021,3,pierre_gasly,7.0,0,10
2021,3,lance_stroll,5.0,0,11
2021,3,fernando_alonso,5.0,0,12
2021,3,yuki_tsunoda,2.0,0,13
2021,3,kimi_raikkonen,0.0,0,14
2021,3,antonio_giovinazzi,0.0,0,15
2021,3,sebastian_vettel,0.0,0,16
2021,3,george_russell,0.0,0,17
2021,3,mick_schumacher,0.0,0,18
2021,3,nikita_mazepin,0.0,0,19
2021,3,nicholas_latifi,0.0,0,20
2021,4,lewis_hamilton,94.0,3,1
2021,4,max_verstappen,80.0,1,2
2021,4,valtteri_bottas,47.0,0,3
2021,4,lando_norris,41.0,0,4
2021,4,charles_leclerc,40.0,0,5
2021,4,sergio_perez,32.0,0,6
2021,4,daniel_ricciardo,24.0,0,7
2021,4,carlos_sainz,20.0,0,8
2021,4,esteban_ocon,10.0,0,9
2021,4,pierre_gasly,8.0,0,10
2021,4,lance_stroll,5.0,0,11
2021,4,fernando_alonso,5.0,0,12
2021,4,yuki_tsunoda,2.0,0,13
2021,4,kimi_raikkonen,0.0,0,14
2021,4,antonio_giovinazzi,0.0,0,15
2021,4,sebastian_vettel,0.0,0,16
2021,4,george_russell,0.0,0,17
2021,4,mick_schumacher,0.0,0,18
2021,4,nicholas_latifi,0.0,0,19
2021,4,nikita_mazepin,0.0,0,20
2021,5,max_verstappen,105.0,2,1
2021,5,lewis_hamilton,101.0,3,2
2021,5,lando_norris,56.0,0,3
2021,5,valtteri_bottas,47.0,0,4
2021,5,sergio_perez,44.0,0,5
2021,5,charles_leclerc,40.0,0,6
2021,5,carlos_sainz,38.0,0,7
2021,5,daniel_ricciardo,24.0,0,8
2021,5,pierre_gasly,16.0,0,9
2021,5,esteban_ocon,12.0,0,10
2021,5,sebastian_vettel,10.0,0,11
2021,5,lance_stroll,9.0,0,12
2021,5,fernando_alonso,5.0,0,13
2021,5,yuki_tsunoda,2.0,0,14
2021,5,antonio_giovinazzi,1.0,0,15
2021,5,kimi_raikkonen,0.0,0,16
2021,5,george_russell,0.0,0,17
2021,5,nicholas_latifi,0.0,0,18
2021,5,mick_schumacher,0.0,0,19
2021,5,nikita_mazepin,0.0,0,20
2021,6,max_verstappen,105.0,2,1
2021,6,lewis_hamilton,101.0,3,2
2021,6,sergio_perez,69.0,1,3
2021,6,lando_norris,66.0,0,4
2021,6,charles_leclerc,52.0,0,5
2021,6,valtteri_bottas,47.0,0,6
2021,6,carlos_sainz,42.0,0,7
2021,6,pierre_gasly,31.0,0,8
2021,6,sebastian_vettel,28.0,0,9
2021,6,daniel_ricciardo,26.0,0,10
2021,6,fernando_alonso,13.0,0,11
2021,6,esteban_ocon,12.0,0,12
2021,6,lance_stroll,9.0,0,13
2021,6,yuki_tsunoda,8.0,0,14
2021,6,kimi_raikkonen,1.0,0,15
2021,6,antonio_giovinazzi,1.0,0,16
2021,6,mick_schumacher,0.0,0,17
2021,6,george_russell,0.0,0,18
2021,6,nikita_mazepin,0.0,0,19
2021,6,nicholas_latifi,0.0,0,20
2021,7,max_verstappen,131.0,3,1
2021,7,lewis_hamilton,119.0,3,2
2021,7,sergio_perez,84.0,1,3
2021,7,lando_norris,76.0,0,4
2021,7,valtteri_bottas,59.0,0,5
2021,7,charles_leclerc,52.0,0,6
2021,7,carlos_sainz,42.0,0,7
2021,7,pierre_gasly,37.0,0,8
2021,7,daniel_ricciardo,34.0,0,9
2021,7,sebastian_vettel,30.0,0,10
2021,7,fernando_alonso,17.0,0,11
2021,7,esteban_ocon,12.0,0,12
2021,7,lance_stroll,10.0,0,13
2021,7,yuki_tsunoda,8.0,0,14
2021,7,kimi_raikkonen,1.0,0,15
2021,7,antonio_giovinazzi,1.0,0,16
2021,7,george_russell,0.0,0,17
2021,7,mick_schumacher,0.0,0,18
2021,7,nikita_mazepin,0.0,0,19
2021,7,nicholas_latifi,0.0,0,20
2021,8,max_verstappen,156.0,4,1
2021,8,lewis_hamilton,138.0,3,2
2021,8,sergio_perez,96.0,1,3
2021,8,lando_norris,86.0,0,4
2021,8,valtteri_bottas,74.0,0,5
2021,8,charles_leclerc,58.0,0,6
2021,8,carlos_sainz,50.0,0,7
2021,8,pierre_gasly,37.0,0,8
2021,8,daniel_ricciardo,34.0,0,9
2021,8,sebastian_vettel,30.0,0,10
2021,8,fernando_alonso,19.0,0,11
2021,8,lance_stroll,14.0,0,12
2021,8,esteban_ocon,12.0,0,13
2021,8,yuki_tsunoda,9.0,0,14
2021,8,kimi_raikkonen,1.0,0,15
2021,8,antonio_giovinazzi,1.0,0,16
2021,8,george_russell,0.0,0,17
2021,8,mick_schumacher,0.0,0,18
2021,8,nikita_mazepin,0.0,0,19
2021,8,nicholas_latifi,0.0,0,20
2021,9,max_verstappen,182.0,5,1
2021,9,lewis_hamilton,150.0,3,2
2021,9,sergio_perez,104.0,1,3
2021,9,lando_norris,101.0,0,4
2021,9,valtteri_bottas,92.0,0,5
2021,9,charles_leclerc,62.0,0,6
2021,9,carlos_sainz,60.0,0,7
2021,9,daniel_ricciardo,40.0,0,8
2021,9,pierre_gasly,39.0,0,9
2021,9,sebastian_vettel,30.0,0,10
2021,9,fernando_alonso,20.0,0,11
2021,9,lance_stroll,14.0,0,12
2021,9,esteban_ocon,12.0,0,13
2021,9,yuki_tsunoda,9.0,0,14
2021,9,kimi_raikkonen,1.0,0,15
2021,9,antonio_giovinazzi,1.0,0,16
2021,9,george_russell,0.0,0,17
2021,9,mick_schumacher,0.0,0,18
2021,9,nikita_mazepin,0.0,0,19
2021,9,nicholas_latifi,0.0,0,20
2021,10,max_verstappen,185.0,5,1
2021,10,lewis_hamilton,177.0,4,2
2021,10,lando_norris,113.0,0,3
2021,10,valtteri_bottas,108.0,0,4
2021,10,sergio_perez,104.0,1,5
2021,10,charles_leclerc,80.0,0,6
2021,10,carlos_sainz,68.0,0,7
2021,10,daniel_ricciardo,50.0,0,8
2021,10,pierre_gasly,39.0,0,9
2021,10,sebastian_vettel,30.0,0,10
2021,10,fernando_alonso,26.0,0,11
2021,10,lance_stroll,18.0,0,12
2021,10,esteban_ocon,14.0,0,13
2021,10,yuki_tsunoda,10.0,0,14
2021,10,kimi_raikkonen,1.0,0,15
2021,10,antonio_giovinazzi,1.0,0,16
2021,10,george_russell,0.0,0,17
2021,10,mick_schumacher,0.0,0,18
2021,10,nicholas_latifi,0.0,0,19
2021,10,nikita_mazepin,0.0,0,20
2021,11,lewis_hamilton,195.0,4,1
2021,11,max_verstappen,187.0,5,2
2021,11,lando_norris,113.0,0,3
2021,11,valtteri_bottas,108.0,0,4
2021,11,sergio_perez,104.0,1,5
2021,11,carlos_sainz,83.0,0,6
2021,11,charles_leclerc,80.0,0,7
2021,11,pierre_gasly,50.0,0,8
2021,11,daniel_ricciardo,50.0,0,9
2021,11,esteban_ocon,39.0,1,10
2021,11,fernando_alonso,38.0,0,11
2021,11,sebastian_vettel,30.0,0,12
2021,11,yuki_tsunoda,18.0,0,13
2021,11,lance_stroll,18.0,0,14
2021,11,nicholas_latifi,6.0,0,15
2021,11,george_russell,4.0,0,16
2021,11,kimi_raikkonen,2.0,0,17
2021,11,antonio_giovinazzi,1.0,0,18
2021,11,mick_schumacher,0.0,0,19
2021,11,nikita_mazepin,0.0,0,20
2021,12,lewis_hamilton,202.5,4,1
2021,12,max_verstappen,199.5,6,2
2021,12,lando_norris,113.0,0,3
2021,12,valtteri_bottas,108.0,0,4
2021,12,sergio_perez,104.0,1,5
2021,12,carlos_sainz,83.5,0,6
2021,12,charles_leclerc,82.0,0,7
2021,12,daniel_ricciardo,56.0,0,8
2021,12,pierre_gasly,54.0,0,9
2021,12,esteban_ocon,42.0,1,10
2021,12,fernando_alonso,38.0,0,11
2021,12,sebastian_vettel,35.0,0,12
2021,12,yuki_tsunoda,18.0,0,13
2021,12,lance_stroll,18.0,0,14
2021,12,george_russell,13.0,0,15
2021,12,nicholas_latifi,7.0,0,16
2021,12,kimi_raikkonen,2.0,0,17
2021,12,antonio_giovinazzi,1.0,0,18
2021,12,mick_schumacher,0.0,0,19
2021,12,nikita_mazepin,0.0,0,20
2021,13,max_verstappen,224.5,7,1
2021,13,lewis_hamilton,221.5,4,2
2021,13,valtteri_bottas,123.0,0,3
2021,13,lando_norris,114.0,0,4
2021,13,sergio_perez,108.0,1,5
2021,13,charles_leclerc,92.0,0,6
2021,13,carlos_sainz,89.5,0,7
2021,13,pierre_gasly,66.0,0,8
2021,13,daniel_ricciardo,56.0,0,9
2021,13,fernando_alonso,46.0,0,10
2021,13,esteban_ocon,44.0,1,11
2021,13,sebastian_vettel,35.0,0,12
2021,13,yuki_tsunoda,18.0,0,13
2021,13,lance_stroll,18.0,0,14
2021,13,george_russell,13.0,0,15
2021,13,nicholas_latifi,7.0,0,16
2021,13,kimi_raikkonen,2.0,0,17
2021,13,antonio_giovinazzi,1.0,0,18
2021,13,mick_schumacher,0.0,0,19
2021,13,nikita_mazepin,0.0,0,20
2021,13,robert_kubica,0.0,0,21
2021,14,max_verstappen,226.5,7,1
2021,14,lewis_hamilton,221.5,4,2
2021,14,valtteri_bottas,141.0,0,3
2021,14,lando_norris,132.0,0,4
2021,14,sergio_perez,118.0,1,5
2021,14,charles_leclerc,104.0,0,6
2021,14,carlos_sainz,97.5,0,7
2021,14,daniel_ricciardo,83.0,1,8
2021,14,pierre_gasly,66.0,0,9
2021,14,fernando_alonso,50.0,0,10
2021,14,esteban_ocon,45.0,1,11
2021,14,sebastian_vettel,35.0,0,12
2021,14,lance_stroll,24.0,0,13
2021,14,yuki_tsunoda,18.0,0,14
2021,14,george_russell,15.0,0,15
2021,14,nicholas_latifi,7.0,0,16
2021,14,kimi_raikkonen,2.0,0,17
2021,14,antonio_giovinazzi,1.0,0,18
2021,14,mick_schumacher,0.0,0,19
2021,14,robert_kubica,0.0,0,20
2021,14,nikita_mazepin,0.0,0,21
2021,15,lewis_hamilton,246.5,5,1
2021,15,max_verstappen,244.5,7,2
2021,15,valtteri_bottas,151.0,0,3
2021,15,lando_norris,139.0,0,4
2021,15,sergio_perez,120.0,1,5
2021,15,carlos_sainz,112.5,0,6
2021,15,charles_leclerc,104.0,0,7
2021,15,daniel_ricciardo,95.0,1,8
2021,15,pierre_gasly,66.0,0,9
2021,15,fernando_alonso,58.0,0,10
2021,15,esteban_ocon,45.0,1,11
2021,15,sebastian_vettel,35.0,0,12
2021,15,lance_stroll,24.0,0,13
2021,15,yuki_tsunoda,18.0,0,14
2021,15,george_russell,16.0,0,15
2021,15,nicholas_latifi,7.0,0,16
2021,15,kimi_raikkonen,6.0,0,17
2021,15,antonio_giovinazzi,1.0,0,18
2021,15,mick_schumacher,0.0,0,19
2021,15,robert_kubica,0.0,0,20
2021,15,nikita_mazepin,0.0,0,21
2021,16,max_verstappen,262.5,7,1
2021,16,lewis_hamilton,256.5,5,2
2021,16,valtteri_bottas,177.0,1,3
2021,16,lando_norris,145.0,0,4
2021,16,sergio_perez,135.0,1,5
2021,16,carlos_sainz,116.5,0,6
2021,16,charles_leclerc,116.0,0,7
2021,16,daniel_ricciardo,95.0,1,8
2021,16,pierre_gasly,74.0,0,9
2021,16,fernando_alonso,58.0,0,10
2021,16,esteban_ocon,46.0,1,11
2021,16,sebastian_vettel,35.0,0,12
2021,16,lance_stroll,26.0,0,13
2021,16,yuki_tsunoda,18.0,0,14
2021,16,george_russell,16.0,0,15
2021,16,nicholas_latifi,7.0,0,16
2021,16,kimi_raikkonen,6.0,0,17
2021,16,antonio_giovinazzi,1.0,0,18
2021,16,mick_schumacher,0.0,0,19
2021,16,robert_kubica,0.0,0,20
2021,16,nikita_mazepin,0.0,0,21
2021,17,max_verstappen,287.5,8,1
2021,17,lewis_hamilton,275.5,5,2
2021,17,valtteri_bottas,185.0,1,3
2021,17,sergio_perez,150.0,1,4
2021,17,lando_norris,149.0,0,5
2021,17,charles_leclerc,128.0,0,6
2021,17,carlos_sainz,122.5,0,7
2021,17,daniel_ricciardo,105.0,1,8
2021,17,pierre_gasly,74.0,0,9
2021,17,fernando_alonso,58.0,0,10
2021,17,esteban_ocon,46.0,1,11
2021,17,sebastian_vettel,36.0,0,12
2021,17,lance_stroll,26.0,0,13
2021,17,yuki_tsunoda,20.0,0,14
2021,17,george_russell,16.0,0,15
2021,17,nicholas_latifi,7.0,0,16
2021,17,kimi_raikkonen,6.0,0,17
2021,17,antonio_giovinazzi,1.0,0,18
2021,17,mick_schumacher,0.0,0,19
2021,17,robert_kubica,0.0,0,20
2021,17,nikita_mazepin,0.0,0,21
2021,18,max_verstappen,312.5,9,1
2021,18,lewis_hamilton,293.5,5,2
2021,18,valtteri_bottas,185.0,1,3
2021,18,sergio_perez,165.0,1,4
2021,18,lando_norris,150.0,0,5
2021,18,charles_leclerc,138.0,0,6
2021,18,carlos_sainz,130.5,0,7
2021,18,daniel_ricciardo,105.0,1,8
2021,18,pierre_gasly,86.0,0,9
2021,18,fernando_alonso,60.0,0,10
2021,18,esteban_ocon,46.0,1,11
2021,18,sebastian_vettel,42.0,0,12
2021,18,lance_stroll,26.0,0,13
2021,18,yuki_tsunoda,20.0,0,14
2021,18,george_russell,16.0,0,15
2021,18,kimi_raikkonen,10.0,0,16
2021,18,nicholas_latifi,7.0,0,17
2021,18,antonio_giovinazzi,1.0,0,18
2021,18,mick_schumacher,0.0,0,19
2021,18,robert_kubica,0.0,0,20
2021,18,nikita_mazepin,0.0,0,21
2021,19,max_verstappen,332.5,9,1
2021,19,lewis_hamilton,318.5,6,2
2021,19,valtteri_bottas,203.0,1,3
2021,19,sergio_perez,178.0,1,4
2021,19,lando_norris,151.0,0,5
2021,19,charles_leclerc,148.0,0,6
2021,19,carlos_sainz,139.5,0,7
2021,19,daniel_ricciardo,105.0,1,8
2021,19,pierre_gasly,92.0,0,9
2021,19,fernando_alonso,62.0,0,10
2021,19,esteban_ocon,50.0,1,11
2021,19,sebastian_vettel,42.0,0,12
2021,19,lance_stroll,26.0,0,13
2021,19,yuki_tsunoda,20.0,0,14
2021,19,george_russell,16.0,0,15
2021,19,kimi_raikkonen,10.0,0,16
2021,19,nicholas_latifi,7.0,0,17
2021,19,antonio_giovinazzi,1.0,0,18
2021,19,mick_schumacher,0.0,0,19
2021,19,robert_kubica,0.0,0,20
2021,19,nikita_mazepin,0.0,0,21
2021,20,max_verstappen,351.5,9,1
2021,20,lewis_hamilton,343.5,7,2
2021,20,valtteri_bottas,203.0,1,3
2021,20,sergio_perez,190.0,1,4
2021,20,lando_norris,153.0,0,5
2021,20,charles_leclerc,152.0,0,6
2021,20,carlos_sainz,145.5,0,7
2021,20,daniel_ricciardo,105.0,1,8
2021,20,pierre_gasly,92.0,0,9
2021,20,fernando_alonso,77.0,0,10
2021,20,esteban_ocon,60.0,1,11
2021,20,sebastian_vettel,43.0,0,12
2021,20,lance_stroll,34.0,0,13
2021,20,yuki_tsunoda,20.0,0,14
2021,20,george_russell,16.0,0,15
2021,20,kimi_raikkonen,10.0,0,16
2021,20,nicholas_latifi,7.0,0,17
2021,20,antonio_giovinazzi,1.0,0,18
2021,20,mick_schumacher,0.0,0,19
2021,20,robert_kubica,0.0,0,20
2021,20,nikita_mazepin,0.0,0,21
2021,21,max_verstappen,369.5,9,1
2021,21,lewis_hamilton,369.5,8,2
2021,21,valtteri_bottas,218.0,1,3
2021,21,sergio_perez,190.0,1,4
2021,21,charles_leclerc,158.0,0,5
2021,21,lando_norris,154.0,0,6
2021,21,carlos_sainz,149.5,0,7
2021,21,daniel_ricciardo,115.0,1,8
2021,21,pierre_gasly,100.0,0,9
2021,21,fernando_alonso,77.0,0,10
2021,21,esteban_ocon,72.0,1,11
2021,21,sebastian_vettel,43.0,0,12
2021,21,lance_stroll,34.0,0,13
2021,21,yuki_tsunoda,20.0,0,14
2021,21,george_russell,16.0,0,15
2021,21,kimi_raikkonen,10.0,0,16
2021,21,nicholas_latifi,7.0,0,17
2021,21,antonio_giovinazzi,3.0,0,18
2021,21,mick_schumacher,0.0,0,19
2021,21,robert_kubica,0.0,0,20
2021,21,nikita_mazepin,0.0,0,21
2021,22,max_verstappen,395.5,10,1
2021,22,lewis_hamilton,387.5,8,2
2021,22,valtteri_bottas,226.0,1,3
2021,22,sergio_perez,190.0,1,4
2021,22,carlos_sainz,164.5,0,5
2021,22,lando_norris,160.0,0,6
2021,22,charles_leclerc,159.0,0,7
2021,22,daniel_ricciardo,115.0,1,8
2021,22,pierre_gasly,110.0,0,9
2021,22,fernando_alonso,81.0,0,10
2021,22,esteban_ocon,74.0,1,11
2021,22,sebastian_vettel,43.0,0,12
2021,22,lance_stroll,34.0,0,13
2021,22,yuki_tsunoda,32.0,0,14
2021,22,george_russell,16.0,0,15
2021,22,kimi_raikkonen,10.0,0,16
2021,22,nicholas_latifi,7.0,0,17
2021,22,antonio_giovinazzi,3.0,0,18
2021,22,mick_schumacher,0.0,0,19
2021,22,robert_kubica,0.0,0,20
2021,22,nikita_mazepin,0.0,0,21
2022,1,charles_leclerc,26.0,1,1
2022,1,carlos_sainz,18.0,0,2
2022,1,lewis_hamilton,15.0,0,3
2022,1,george_russell,12.0,0,4
2022,1,kevin_magnussen,10.0,0,5
2022,1,valtteri_bottas,8.0,0,6
2022,1,esteban_ocon,6.0,0,7
2022,1,yuki_tsunoda,4.0,0,8
2022,1,fernando_alonso,2.0,0,9
2022,1,guanyu_zhou,1.0,0,10
2022,1,mick_schumacher,0.0,0,11
2022,1,lance_stroll,0.0,0,12
2022,1,alexander_albon,0.0,0,13
2022,1,daniel_ricciardo,0.0,0,14
2022,1,lando_norris,0.0,0,15
