season,round,lap,driver,position,time
2019,9,9,kvyat,19,1:12.141
2019,9,9,kubica,20,1:12.480
2019,9,10,leclerc,1,1:09.492
2019,9,10,bottas,2,1:09.839
2019,9,10,hamilton,3,1:09.807
2019,9,10,vettel,4,1:09.384
2019,9,10,max_verstappen,5,1:09.871
2019,9,10,raikkonen,6,1:11.062
2019,9,10,norris,7,1:10.820
2019,9,10,gasly,8,1:10.792
2019,9,10,giovinazzi,9,1:10.742
2019,9,10,perez,10,1:10.760
2019,9,10,hulkenberg,11,1:10.867
2019,9,10,stroll,12,1:10.991
2019,9,10,ricciardo,13,1:11.019
2019,9,10,sainz,14,1:10.912
2019,9,10,kevin_magnussen,15,1:12.299
2019,9,10,albon,16,1:12.121
2019,9,10,grosjean,17,1:13.286
2019,9,10,russell,18,1:12.779
2019,9,10,kvyat,19,1:12.733
2019,9,10,kubica,20,1:12.422
2019,9,11,leclerc,1,1:09.754
2019,9,11,bottas,2,1:10.062
2019,9,11,hamilton,3,1:09.956
2019,9,11,vettel,4,1:09.658
2019,9,11,max_verstappen,5,1:09.612
2019,9,11,raikkonen,6,1:10.633
2019,9,11,norris,7,1:10.599
2019,9,11,gasly,8,1:10.473
2019,9,11,giovinazzi,9,1:10.622
2019,9,11,perez,10,1:10.984
2019,9,11,hulkenberg,11,1:10.839
2019,9,11,stroll,12,1:10.596
2019,9,11,ricciardo,13,1:10.994
2019,9,11,sainz,14,1:10.720
2019,9,11,albon,15,1:11.989
2019,9,11,grosjean,16,1:11.953
2019,9,11,russell,17,1:12.433
2019,9,11,kevin_magnussen,18,1:15.060
2019,9,11,kvyat,19,1:12.394
2019,9,11,kubica,20,1:12.348
2019,9,12,leclerc,1,1:09.621
2019,9,12,bottas,2,1:10.100
2019,9,12,hamilton,3,1:10.018
2019,9,12,vettel,4,1:09.475
2019,9,12,max_verstappen,5,1:09.564
2019,9,12,raikkonen,6,1:10.646
2019,9,12,norris,7,1:10.555
2019,9,12,gasly,8,1:10.239
2019,9,12,giovinazzi,9,1:10.915
2019,9,12,perez,10,1:10.808
2019,9,12,hulkenberg,11,1:10.818
2019,9,12,stroll,12,1:10.914
2019,9,12,ricciardo,13,1:11.003
2019,9,12,sainz,14,1:10.580
2019,9,12,albon,15,1:10.455
2019,9,12,grosjean,16,1:11.170
2019,9,12,russell,17,1:11.950
2019,9,12,kvyat,18,1:12.129
2019,9,12,kubica,19,1:12.305
2019,9,12,kevin_magnussen,20,1:30.336
2019,9,13,leclerc,1,1:09.771
2019,9,13,bottas,2,1:10.030
2019,9,13,hamilton,3,1:09.599
2019,9,13,vettel,4,1:09.393
2019,9,13,max_verstappen,5,1:09.744
2019,9,13,raikkonen,6,1:11.028
2019,9,13,norris,7,1:10.959
2019,9,13,gasly,8,1:10.784
2019,9,13,giovinazzi,9,1:10.702
2019,9,13,perez,10,1:10.953
2019,9,13,hulkenberg,11,1:10.913
2019,9,13,stroll,12,1:10.682
2019,9,13,ricciardo,13,1:10.675
2019,9,13,sainz,14,1:10.437
2019,9,13,albon,15,1:10.620
2019,9,13,grosjean,16,1:11.358
2019,9,13,russell,17,1:11.507
2019,9,13,kvyat,18,1:11.603
2019,9,13,kubica,19,1:12.147
2019,9,13,kevin_magnussen,20,1:14.896
2019,9,14,leclerc,1,1:09.616
2019,9,14,bottas,2,1:09.520
2019,9,14,hamilton,3,1:09.724
2019,9,14,vettel,4,1:09.497
2019,9,14,max_verstappen,5,1:09.700
2019,9,14,norris,6,1:10.417
2019,9,14,raikkonen,7,1:11.917
2019,9,14,gasly,8,1:11.101
2019,9,14,giovinazzi,9,1:10.863
2019,9,14,perez,10,1:10.955
2019,9,14,hulkenberg,11,1:11.086
2019,9,14,stroll,12,1:10.957
2019,9,14,ricciardo,13,1:10.837
2019,9,14,sainz,14,1:10.666
2019,9,14,albon,15,1:10.469
2019,9,14,grosjean,16,1:11.254
2019,9,14,russell,17,1:11.939
2019,9,14,kvyat,18,1:11.722
2019,9,14,kubica,19,1:12.121
2019,9,14,kevin_magnussen,20,1:24.223
2019,9,15,leclerc,1,1:09.786
2019,9,15,bottas,2,1:09.544
2019,9,15,hamilton,3,1:09.809
2019,9,15,vettel,4,1:09.547
2019,9,15,max_verstappen,5,1:09.614
2019,9,15,norris,6,1:10.685
2019,9,15,raikkonen,7,1:10.903
2019,9,15,gasly,8,1:11.017
2019,9,15,giovinazzi,9,1:10.795
2019,9,15,perez,10,1:10.544
2019,9,15,hulkenberg,11,1:10.529
2019,9,15,stroll,12,1:10.777
2019,9,15,ricciardo,13,1:10.713
2019,9,15,sainz,14,1:10.408
2019,9,15,albon,15,1:10.299
2019,9,15,grosjean,16,1:11.005
2019,9,15,kvyat,17,1:10.767
2019,9,15,russell,18,1:12.867
2019,9,15,kubica,19,1:12.354
2019,9,15,kevin_magnussen,20,1:10.917
2019,9,16,leclerc,1,1:09.528
2019,9,16,bottas,2,1:09.574
2019,9,16,hamilton,3,1:09.300
2019,9,16,vettel,4,1:09.400
2019,9,16,max_verstappen,5,1:09.252
2019,9,16,norris,6,1:10.160
2019,9,16,raikkonen,7,1:10.151
2019,9,16,gasly,8,1:10.252
2019,9,16,giovinazzi,9,1:10.538
2019,9,16,perez,10,1:10.595
2019,9,16,hulkenberg,11,1:10.804
2019,9,16,stroll,12,1:10.661
2019,9,16,ricciardo,13,1:10.409
2019,9,16,sainz,14,1:10.218
2019,9,16,albon,15,1:10.359
2019,9,16,grosjean,16,1:10.555
2019,9,16,kvyat,17,1:11.282
2019,9,16,russell,18,1:12.251
2019,9,16,kubica,19,1:12.425
2019,9,16,kevin_magnussen,20,1:12.717
2019,9,17,leclerc,1,1:09.445
2019,9,17,bottas,2,1:09.436
2019,9,17,hamilton,3,1:09.324
2019,9,17,vettel,4,1:09.396
2019,9,17,max_verstappen,5,1:09.304
2019,9,17,norris,6,1:10.003
2019,9,17,raikkonen,7,1:10.477
2019,9,17,gasly,8,1:10.257
2019,9,17,giovinazzi,9,1:10.462
2019,9,17,perez,10,1:10.611
2019,9,17,hulkenberg,11,1:10.575
2019,9,17,stroll,12,1:10.743
2019,9,17,ricciardo,13,1:10.668
2019,9,17,sainz,14,1:10.384
2019,9,17,albon,15,1:10.226
2019,9,17,grosjean,16,1:10.652
2019,9,17,kvyat,17,1:11.323
2019,9,17,russell,18,1:11.806
2019,9,17,kubica,19,1:12.085
2019,9,17,kevin_magnussen,20,1:10.190
2019,9,18,leclerc,1,1:09.227
2019,9,18,bottas,2,1:09.755
2019,9,18,hamilton,3,1:09.417
2019,9,18,vettel,4,1:09.073
2019,9,18,max_verstappen,5,1:09.217
2019,9,18,norris,6,1:09.914
2019,9,18,raikkonen,7,1:10.839
2019,9,18,gasly,8,1:10.895
2019,9,18,giovinazzi,9,1:10.793
2019,9,18,perez,10,1:10.505
2019,9,18,hulkenberg,11,1:10.598
2019,9,18,stroll,12,1:10.584
2019,9,18,ricciardo,13,1:10.560
2019,9,18,sainz,14,1:10.174
2019,9,18,albon,15,1:10.923
2019,9,18,grosjean,16,1:10.527
2019,9,18,kvyat,17,1:11.214
2019,9,18,russell,18,1:11.574
2019,9,18,kubica,19,1:11.940
2019,9,18,kevin_magnussen,20,1:10.431
2019,9,19,leclerc,1,1:09.418
2019,9,19,bottas,2,1:09.910
2019,9,19,hamilton,3,1:09.507
2019,9,19,vettel,4,1:09.233
2019,9,19,max_verstappen,5,1:09.234
2019,9,19,norris,6,1:10.146
2019,9,19,raikkonen,7,1:10.587
2019,9,19,gasly,8,1:10.802
2019,9,19,giovinazzi,9,1:10.384
2019,9,19,perez,10,1:10.566
2019,9,19,hulkenberg,11,1:10.738
2019,9,19,stroll,12,1:10.751
2019,9,19,ricciardo,13,1:10.613
2019,9,19,sainz,14,1:10.146
2019,9,19,albon,15,1:10.360
2019,9,19,grosjean,16,1:10.807
2019,9,19,kvyat,17,1:11.337
2019,9,19,russell,18,1:11.375
2019,9,19,kubica,19,1:16.007
2019,9,19,kevin_magnussen,20,1:10.350
2019,9,20,leclerc,1,1:09.553
2019,9,20,bottas,2,1:09.440
2019,9,20,hamilton,3,1:09.413
2019,9,20,vettel,4,1:09.219
2019,9,20,max_verstappen,5,1:09.273
2019,9,20,norris,6,1:10.261
2019,9,20,raikkonen,7,1:10.360
2019,9,20,gasly,8,1:10.102
2019,9,20,giovinazzi,9,1:10.576
2019,9,20,perez,10,1:10.350
2019,9,20,hulkenberg,11,1:10.436
2019,9,20,stroll,12,1:10.583
2019,9,20,ricciardo,13,1:10.494
2019,9,20,sainz,14,1:10.450
2019,9,20,albon,15,1:10.584
2019,9,20,grosjean,16,1:10.655
2019,9,20,kvyat,17,1:11.118
2019,9,20,russell,18,1:11.244
2019,9,20,kubica,19,1:28.118
2019,9,20,kevin_magnussen,20,1:10.428
2019,9,21,leclerc,1,1:09.614
2019,9,21,hamilton,2,1:09.694
2019,9,21,bottas,3,1:12.674
2019,9,21,vettel,4,1:12.785
2019,9,21,max_verstappen,5,1:09.346
2019,9,21,norris,6,1:10.085
2019,9,21,raikkonen,7,1:10.531
2019,9,21,gasly,8,1:10.680
2019,9,21,giovinazzi,9,1:10.665
2019,9,21,perez,10,1:10.475
2019,9,21,hulkenberg,11,1:10.574
2019,9,21,stroll,12,1:10.380
2019,9,21,ricciardo,13,1:10.453
2019,9,21,sainz,14,1:10.206
2019,9,21,albon,15,1:10.326
2019,9,21,grosjean,16,1:10.758
2019,9,21,kvyat,17,1:10.668
2019,9,21,russell,18,1:11.074
2019,9,21,kubica,19,1:11.289
2019,9,21,kevin_magnussen,20,1:10.519
2019,9,22,leclerc,1,1:12.619
2019,9,22,hamilton,2,1:08.842
2019,9,22,max_verstappen,3,1:09.187
2019,9,22,bottas,4,1:26.584
2019,9,22,norris,5,1:10.256
2019,9,22,raikkonen,6,1:10.559
2019,9,22,gasly,7,1:10.750
2019,9,22,vettel,8,1:30.434
2019,9,22,giovinazzi,9,1:10.602
2019,9,22,perez,10,1:10.713
2019,9,22,hulkenberg,11,1:10.224
2019,9,22,stroll,12,1:10.441
2019,9,22,ricciardo,13,1:10.620
2019,9,22,sainz,14,1:10.495
2019,9,22,albon,15,1:10.397
2019,9,22,grosjean,16,1:10.634
2019,9,22,kvyat,17,1:10.870
2019,9,22,russell,18,1:11.097
2019,9,22,kevin_magnussen,19,1:11.247
2019,9,22,kubica,20,1:13.306
2019,9,23,hamilton,1,1:08.932
2019,9,23,max_verstappen,2,1:09.410
2019,9,23,leclerc,3,1:27.182
2019,9,23,bottas,4,1:09.131
2019,9,23,norris,5,1:10.145
2019,9,23,vettel,6,1:10.018
2019,9,23,gasly,7,1:11.084
2019,9,23,raikkonen,8,1:13.870
2019,9,23,giovinazzi,9,1:10.623
2019,9,23,perez,10,1:10.767
2019,9,23,hulkenberg,11,1:10.454
2019,9,23,stroll,12,1:10.761
2019,9,23,sainz,13,1:10.113
2019,9,23,ricciardo,14,1:12.109
2019,9,23,albon,15,1:10.399
2019,9,23,grosjean,16,1:10.959
2019,9,23,kvyat,17,1:10.847
2019,9,23,russell,18,1:11.272
2019,9,23,kevin_magnussen,19,1:13.014
2019,9,23,kubica,20,1:13.124
2019,9,24,hamilton,1,1:09.266
2019,9,24,max_verstappen,2,1:09.160
2019,9,24,leclerc,3,1:08.962
2019,9,24,bottas,4,1:09.520
2019,9,24,norris,5,1:10.374
2019,9,24,vettel,6,1:08.851
2019,9,24,gasly,7,1:10.257
2019,9,24,perez,8,1:10.650
2019,9,24,hulkenberg,9,1:10.585
2019,9,24,giovinazzi,10,1:14.245
2019,9,24,stroll,11,1:10.806
2019,9,24,sainz,12,1:10.604
2019,9,24,ricciardo,13,1:11.026
2019,9,24,albon,14,1:10.446
2019,9,24,raikkonen,15,1:27.740
2019,9,24,grosjean,16,1:10.985
2019,9,24,kvyat,17,1:10.907
2019,9,24,russell,18,1:11.128
2019,9,24,kevin_magnussen,19,1:10.794
2019,9,24,kubica,20,1:12.162
2019,9,25,hamilton,1,1:09.493
2019,9,25,max_verstappen,2,1:09.266
2019,9,25,leclerc,3,1:09.028
2019,9,25,bottas,4,1:09.477
2019,9,25,vettel,5,1:08.919
2019,9,25,norris,6,1:14.828
2019,9,25,gasly,7,1:13.558
2019,9,25,perez,8,1:10.015
2019,9,25,hulkenberg,9,1:10.655
2019,9,25,sainz,10,1:10.570
2019,9,25,ricciardo,11,1:10.573
2019,9,25,stroll,12,1:14.253
2019,9,25,albon,13,1:10.621
2019,9,25,raikkonen,14,1:10.472
2019,9,25,grosjean,15,1:10.757
2019,9,25,giovinazzi,16,1:26.842
2019,9,25,kvyat,17,1:10.832
2019,9,25,russell,18,1:11.133
2019,9,25,kevin_magnussen,19,1:10.382
2019,9,25,kubica,20,1:13.016
2019,9,26,hamilton,1,1:09.215
2019,9,26,max_verstappen,2,1:09.229
2019,9,26,leclerc,3,1:09.008
2019,9,26,bottas,4,1:09.251
2019,9,26,vettel,5,1:08.915
2019,9,26,perez,6,1:10.351
2019,9,26,hulkenberg,7,1:13.380
2019,9,26,sainz,8,1:09.833
2019,9,26,ricciardo,9,1:10.435
2019,9,26,albon,10,1:10.557
2019,9,26,norris,11,1:27.759
2019,9,26,raikkonen,12,1:10.204
2019,9,26,gasly,13,1:27.981
2019,9,26,giovinazzi,14,1:09.852
2019,9,26,grosjean,15,1:11.941
2019,9,26,kvyat,16,1:10.562
2019,9,26,stroll,17,1:27.484
2019,9,26,russell,18,1:11.062
2019,9,26,kevin_magnussen,19,1:11.909
2019,9,26,kubica,20,1:11.442
2019,9,27,hamilton,1,1:09.800
2019,9,27,max_verstappen,2,1:09.144
2019,9,27,leclerc,3,1:09.574
2019,9,27,bottas,4,1:09.265
2019,9,27,vettel,5,1:08.975
2019,9,27,perez,6,1:10.149
2019,9,27,sainz,7,1:10.075
2019,9,27,ricciardo,8,1:10.373
2019,9,27,norris,9,1:09.593
2019,9,27,albon,10,1:11.263
2019,9,27,raikkonen,11,1:10.197
2019,9,27,gasly,12,1:09.447
2019,9,27,giovinazzi,13,1:10.207
2019,9,27,grosjean,14,1:10.809
2019,9,27,hulkenberg,15,1:27.105
2019,9,27,stroll,16,1:09.768
2019,9,27,kvyat,17,1:11.725
2019,9,27,russell,18,1:14.163
2019,9,27,kevin_magnussen,19,1:11.696
2019,9,27,kubica,20,1:11.187
2019,9,28,hamilton,1,1:10.238
2019,9,28,max_verstappen,2,1:09.148
2019,9,28,leclerc,3,1:09.071
2019,9,28,bottas,4,1:08.984
2019,9,28,vettel,5,1:08.847
2019,9,28,perez,6,1:14.049
2019,9,28,sainz,7,1:09.952
2019,9,28,ricciardo,8,1:10.222
2019,9,28,norris,9,1:10.006
2019,9,28,albon,10,1:10.621
2019,9,28,raikkonen,11,1:09.568
2019,9,28,gasly,12,1:09.425
2019,9,28,giovinazzi,13,1:09.863
2019,9,28,grosjean,14,1:10.969
2019,9,28,hulkenberg,15,1:10.022
2019,9,28,stroll,16,1:10.187
2019,9,28,kvyat,17,1:11.248
2019,9,28,russell,18,1:29.100
2019,9,28,kevin_magnussen,19,1:10.887
2019,9,28,kubica,20,1:11.443
2019,9,29,hamilton,1,1:09.963
2019,9,29,max_verstappen,2,1:09.350
2019,9,29,leclerc,3,1:09.276
2019,9,29,bottas,4,1:09.190
2019,9,29,vettel,5,1:08.750
2019,9,29,sainz,6,1:09.925
2019,9,29,ricciardo,7,1:10.270
2019,9,29,norris,8,1:09.941
2019,9,29,albon,9,1:10.765
2019,9,29,raikkonen,10,1:09.920
2019,9,29,gasly,11,1:09.768
2019,9,29,giovinazzi,12,1:10.112
2019,9,29,perez,13,1:27.488
2019,9,29,hulkenberg,14,1:10.219
2019,9,29,grosjean,15,1:12.055
2019,9,29,stroll,16,1:10.222
2019,9,29,kvyat,17,1:11.033
2019,9,29,russell,18,1:09.974
2019,9,29,kevin_magnussen,19,1:10.286
2019,9,29,kubica,20,1:11.235
2019,9,30,hamilton,1,1:13.641
2019,9,30,max_verstappen,2,1:09.468
2019,9,30,leclerc,3,1:09.195
2019,9,30,bottas,4,1:09.217
2019,9,30,vettel,5,1:08.345
2019,9,30,sainz,6,1:09.595
2019,9,30,ricciardo,7,1:10.107
2019,9,30,norris,8,1:09.926
2019,9,30,raikkonen,9,1:09.461
2019,9,30,gasly,10,1:09.655
2019,9,30,albon,11,1:11.837
2019,9,30,giovinazzi,12,1:09.842
2019,9,30,perez,13,1:10.032
2019,9,30,hulkenberg,14,1:10.077
2019,9,30,grosjean,15,1:10.709
2019,9,30,stroll,16,1:09.879
2019,9,30,kvyat,17,1:11.157
2019,9,30,russell,18,1:10.079
2019,9,30,kevin_magnussen,19,1:11.866
2019,9,30,kubica,20,1:11.421
2019,9,31,max_verstappen,1,1:12.701
2019,9,31,leclerc,2,1:09.029
2019,9,31,bottas,3,1:08.947
2019,9,31,vettel,4,1:08.625
2019,9,31,hamilton,5,1:35.141
2019,9,31,sainz,6,1:09.844
2019,9,31,ricciardo,7,1:10.023
2019,9,31,norris,8,1:09.907
2019,9,31,raikkonen,9,1:09.808
2019,9,31,gasly,10,1:09.723
2019,9,31,albon,11,1:10.579
2019,9,31,giovinazzi,12,1:10.161
2019,9,31,perez,13,1:09.693
2019,9,31,hulkenberg,14,1:09.843
2019,9,31,stroll,15,1:09.598
2019,9,31,grosjean,16,1:12.520
2019,9,31,kvyat,17,1:11.086
2019,9,31,russell,18,1:11.954
2019,9,31,kevin_magnussen,19,1:10.634
2019,9,31,kubica,20,1:11.420
2019,9,32,leclerc,1,1:09.230
2019,9,32,bottas,2,1:08.986
2019,9,32,vettel,3,1:08.913
2019,9,32,max_verstappen,4,1:25.521
2019,9,32,hamilton,5,1:09.154
2019,9,32,sainz,6,1:09.944
2019,9,32,ricciardo,7,1:10.021
2019,9,32,norris,8,1:09.569
2019,9,32,gasly,9,1:09.408
2019,9,32,raikkonen,10,1:11.225
2019,9,32,albon,11,1:10.663
2019,9,32,giovinazzi,12,1:10.113
2019,9,32,perez,13,1:09.539
2019,9,32,hulkenberg,14,1:09.762
2019,9,32,stroll,15,1:09.852
2019,9,32,grosjean,16,1:11.450
2019,9,32,kvyat,17,1:14.081
2019,9,32,russell,18,1:12.231
2019,9,32,kevin_magnussen,19,1:10.435
2019,9,32,kubica,20,1:11.545
2019,9,33,leclerc,1,1:08.880
2019,9,33,bottas,2,1:08.955
2019,9,33,vettel,3,1:08.660
2019,9,33,max_verstappen,4,1:08.783
2019,9,33,hamilton,5,1:09.781
2019,9,33,sainz,6,1:10.204
2019,9,33,ricciardo,7,1:10.245
2019,9,33,norris,8,1:09.836
2019,9,33,gasly,9,1:09.632
2019,9,33,raikkonen,10,1:10.228
2019,9,33,giovinazzi,11,1:09.800
2019,9,33,albon,12,1:11.615
2019,9,33,perez,13,1:09.980
2019,9,33,hulkenberg,14,1:10.028
2019,9,33,stroll,15,1:09.860
2019,9,33,grosjean,16,1:11.281
2019,9,33,kvyat,17,1:31.541
2019,9,33,russell,18,1:10.661
2019,9,33,kevin_magnussen,19,1:10.281
2019,9,33,kubica,20,1:11.649
2019,9,34,leclerc,1,1:08.820
2019,9,34,bottas,2,1:08.843
2019,9,34,vettel,3,1:08.830
2019,9,34,max_verstappen,4,1:08.717
2019,9,34,hamilton,5,1:09.714
2019,9,34,sainz,6,1:10.435
2019,9,34,ricciardo,7,1:10.217
2019,9,34,norris,8,1:09.823
2019,9,34,gasly,9,1:09.261
2019,9,34,raikkonen,10,1:10.048
2019,9,34,giovinazzi,11,1:10.191
2019,9,34,albon,12,1:10.562
2019,9,34,perez,13,1:10.084
2019,9,34,hulkenberg,14,1:10.132
2019,9,34,stroll,15,1:09.742
2019,9,34,grosjean,16,1:14.750
2019,9,34,kvyat,17,1:09.508
2019,9,34,russell,18,1:10.456
2019,9,34,kevin_magnussen,19,1:10.453
2019,9,34,kubica,20,1:12.608
2019,9,35,leclerc,1,1:08.344
2019,9,35,bottas,2,1:08.716
2019,9,35,vettel,3,1:08.749
2019,9,35,max_verstappen,4,1:08.709
2019,9,35,hamilton,5,1:09.361
2019,9,35,sainz,6,1:09.911
2019,9,35,ricciardo,7,1:10.281
2019,9,35,norris,8,1:09.824
2019,9,35,gasly,9,1:09.355
2019,9,35,raikkonen,10,1:10.233
2019,9,35,giovinazzi,11,1:10.177
2019,9,35,perez,12,1:09.441
2019,9,35,hulkenberg,13,1:09.893
2019,9,35,stroll,14,1:09.738
2019,9,35,albon,15,1:14.995
2019,9,35,grosjean,16,1:29.799
2019,9,35,kvyat,17,1:09.761
2019,9,35,russell,18,1:12.050
2019,9,35,kevin_magnussen,19,1:10.335
2019,9,35,kubica,20,1:11.833
2019,9,36,leclerc,1,1:08.634
2019,9,36,bottas,2,1:09.045
2019,9,36,vettel,3,1:08.718
2019,9,36,max_verstappen,4,1:08.655
2019,9,36,hamilton,5,1:08.908
2019,9,36,sainz,6,1:10.453
2019,9,36,ricciardo,7,1:10.716
2019,9,36,norris,8,1:09.888
2019,9,36,gasly,9,1:09.749
2019,9,36,raikkonen,10,1:10.138
2019,9,36,giovinazzi,11,1:09.838
2019,9,36,perez,12,1:10.030
2019,9,36,hulkenberg,13,1:09.991
2019,9,36,stroll,14,1:09.712
2019,9,36,albon,15,1:27.355
2019,9,36,grosjean,16,1:09.579
2019,9,36,kvyat,17,1:09.873
2019,9,36,russell,18,1:10.289
2019,9,36,kevin_magnussen,19,1:10.160
2019,9,36,kubica,20,1:14.486
2019,9,37,leclerc,1,1:08.962
2019,9,37,bottas,2,1:09.266
2019,9,37,vettel,3,1:08.730
2019,9,37,max_verstappen,4,1:08.617
2019,9,37,hamilton,5,1:08.946
2019,9,37,sainz,6,1:10.188
2019,9,37,ricciardo,7,1:10.137
2019,9,37,norris,8,1:10.109
2019,9,37,gasly,9,1:10.242
2019,9,37,raikkonen,10,1:09.854
2019,9,37,giovinazzi,11,1:10.006
2019,9,37,perez,12,1:09.915
2019,9,37,hulkenberg,13,1:10.043
2019,9,37,stroll,14,1:10.099
2019,9,37,albon,15,1:12.035
2019,9,37,grosjean,16,1:09.449
2019,9,37,kvyat,17,1:09.809
2019,9,37,russell,18,1:10.771
2019,9,37,kevin_magnussen,19,1:10.051
2019,9,37,kubica,20,1:11.522
2019,9,38,leclerc,1,1:09.280
2019,9,38,bottas,2,1:08.984
2019,9,38,vettel,3,1:08.713
2019,9,38,max_verstappen,4,1:08.502
2019,9,38,hamilton,5,1:08.966
2019,9,38,sainz,6,1:10.093
2019,9,38,ricciardo,7,1:10.615
2019,9,38,norris,8,1:10.768
2019,9,38,gasly,9,1:09.761
2019,9,38,raikkonen,10,1:10.329
2019,9,38,giovinazzi,11,1:09.948
2019,9,38,perez,12,1:09.823
2019,9,38,hulkenberg,13,1:10.335
2019,9,38,stroll,14,1:10.127
2019,9,38,albon,15,1:09.205
2019,9,38,grosjean,16,1:09.483
2019,9,38,kvyat,17,1:09.700
2019,9,38,russell,18,1:10.536
2019,9,38,kevin_magnussen,19,1:09.964
2019,9,38,kubica,20,1:12.654
2019,9,39,leclerc,1,1:09.098
2019,9,39,bottas,2,1:08.796
2019,9,39,vettel,3,1:08.795
2019,9,39,max_verstappen,4,1:08.373
2019,9,39,hamilton,5,1:08.733
2019,9,39,sainz,6,1:10.168
2019,9,39,ricciardo,7,1:10.182
2019,9,39,norris,8,1:10.289
2019,9,39,gasly,9,1:10.277
2019,9,39,raikkonen,10,1:09.909
2019,9,39,giovinazzi,11,1:10.050
2019,9,39,perez,12,1:10.142
2019,9,39,hulkenberg,13,1:09.979
2019,9,39,stroll,14,1:09.824
2019,9,39,albon,15,1:09.051
2019,9,39,grosjean,16,1:09.636
2019,9,39,kvyat,17,1:11.661
2019,9,39,russell,18,1:10.562
2019,9,39,kevin_magnussen,19,1:10.077
2019,9,39,kubica,20,1:12.487
2019,9,40,leclerc,1,1:08.824
2019,9,40,bottas,2,1:08.714
2019,9,40,vettel,3,1:08.724
2019,9,40,max_verstappen,4,1:08.512
2019,9,40,hamilton,5,1:08.884
2019,9,40,sainz,6,1:10.462
2019,9,40,ricciardo,7,1:10.111
2019,9,40,norris,8,1:09.838
2019,9,40,gasly,9,1:10.072
2019,9,40,raikkonen,10,1:10.196
2019,9,40,giovinazzi,11,1:09.978
2019,9,40,perez,12,1:10.735
2019,9,40,hulkenberg,13,1:10.069
2019,9,40,stroll,14,1:10.087
2019,9,40,albon,15,1:11.112
2019,9,40,grosjean,16,1:09.520
2019,9,40,kvyat,17,1:09.649
2019,9,40,russell,18,1:10.374
2019,9,40,kevin_magnussen,19,1:10.054
2019,9,40,kubica,20,1:12.345
2019,9,41,leclerc,1,1:08.743
2019,9,41,bottas,2,1:08.673
2019,9,41,vettel,3,1:08.541
2019,9,41,max_verstappen,4,1:08.646
2019,9,41,hamilton,5,1:08.724
2019,9,41,sainz,6,1:14.323
2019,9,41,norris,7,1:09.509
2019,9,41,ricciardo,8,1:11.241
2019,9,41,gasly,9,1:10.169
2019,9,41,raikkonen,10,1:09.957
2019,9,41,giovinazzi,11,1:10.182
2019,9,41,perez,12,1:09.747
2019,9,41,hulkenberg,13,1:10.308
2019,9,41,stroll,14,1:09.938
2019,9,41,albon,15,1:11.497
2019,9,41,grosjean,16,1:09.597
2019,9,41,kvyat,17,1:10.088
2019,9,41,russell,18,1:10.602
2019,9,41,kevin_magnussen,19,1:10.189
2019,9,41,kubica,20,1:13.203
2019,9,42,leclerc,1,1:08.942
2019,9,42,bottas,2,1:08.733
2019,9,42,vettel,3,1:08.717
2019,9,42,max_verstappen,4,1:08.659
2019,9,42,hamilton,5,1:09.341
2019,9,42,norris,6,1:10.594
2019,9,42,ricciardo,7,1:10.382
2019,9,42,gasly,8,1:10.367
2019,9,42,raikkonen,9,1:10.125
2019,9,42,giovinazzi,10,1:09.984
2019,9,42,perez,11,1:09.901
2019,9,42,hulkenberg,12,1:09.666
2019,9,42,stroll,13,1:09.804
2019,9,42,sainz,14,1:25.598
2019,9,42,albon,15,1:09.112
2019,9,42,grosjean,16,1:09.559
2019,9,42,kvyat,17,1:09.897
2019,9,42,russell,18,1:10.376
2019,9,42,kevin_magnussen,19,1:10.031
2019,9,42,kubica,20,1:12.750
2019,9,43,leclerc,1,1:09.179
2019,9,43,bottas,2,1:08.841
2019,9,43,vettel,3,1:08.663
2019,9,43,max_verstappen,4,1:08.317
2019,9,43,hamilton,5,1:09.276
2019,9,43,norris,6,1:09.619
2019,9,43,ricciardo,7,1:10.229
2019,9,43,gasly,8,1:10.026
2019,9,43,raikkonen,9,1:10.022
2019,9,43,giovinazzi,10,1:09.848
2019,9,43,perez,11,1:09.878
2019,9,43,hulkenberg,12,1:09.422
2019,9,43,stroll,13,1:09.370
2019,9,43,sainz,14,1:08.241
2019,9,43,albon,15,1:09.070
2019,9,43,grosjean,16,1:09.403
2019,9,43,kvyat,17,1:09.782
2019,9,43,russell,18,1:10.523
2019,9,43,kevin_magnussen,19,1:09.918
2019,9,43,kubica,20,1:12.673
2019,9,44,leclerc,1,1:08.750
2019,9,44,bottas,2,1:08.977
2019,9,44,vettel,3,1:08.656
2019,9,44,max_verstappen,4,1:08.165
2019,9,44,hamilton,5,1:09.158
2019,9,44,norris,6,1:09.642
2019,9,44,gasly,7,1:10.147
2019,9,44,ricciardo,8,1:12.222
2019,9,44,raikkonen,9,1:10.176
2019,9,44,giovinazzi,10,1:10.216
2019,9,44,perez,11,1:09.817
2019,9,44,hulkenberg,12,1:09.700
2019,9,44,stroll,13,1:09.550
2019,9,44,sainz,14,1:08.675
2019,9,44,albon,15,1:09.299
2019,9,44,grosjean,16,1:12.023
2019,9,44,kvyat,17,1:09.631
2019,9,44,russell,18,1:10.311
2019,9,44,kevin_magnussen,19,1:10.370
2019,9,44,kubica,20,1:11.362
